11.545085	14.755283	10.000000
8.530537	14.522542	11.545085
8.454915	14.755283	10.000000
5.954915	10.000000	12.938926
6.727458	7.622359	12.938926
6.152896	7.204915	11.545085
11.250000	10.908178	14.755283
12.377641	11.727458	14.045085
10.477458	11.469463	14.755283
12.377641	11.727458	5.954915
11.250000	10.908178	5.244717
10.908178	12.795085	5.954915
13.272542	12.377641	12.938926
13.847104	12.795085	11.545085
11.469463	14.522542	11.545085
8.530537	5.477458	11.545085
8.454915	5.244717	10.000000
5.244717	10.000000	8.454915
5.954915	7.061074	10.000000
6.152896	7.204915	8.454915
11.545085	10.000000	5.244717
10.000000	10.000000	5.000000
11.250000	9.091822	5.244717
12.938926	10.000000	14.045085
11.250000	9.091822	14.755283
12.377641	8.272542	14.045085
6.727458	12.377641	12.938926
6.152896	12.795085	11.545085
8.750000	13.847104	7.061074
6.727458	12.377641	7.061074
7.622359	11.727458	5.954915
8.530537	14.522542	8.454915
6.152896	12.795085	8.454915
13.272542	12.377641	7.061074
11.469463	14.522542	8.454915
11.250000	13.847104	7.061074
15.000000	10.000000	10.000000
14.045085	12.938926	10.000000
14.755283	10.000000	11.545085
13.847104	7.204915	11.545085
9.522542	11.469463	14.755283
9.091822	12.795085	14.045085
7.622359	11.727458	14.045085
8.750000	6.152896	12.938926
11.469463	5.477458	8.454915
13.847104	7.204915	8.454915
13.272542	7.622359	7.061074
9.522542	8.530537	5.244717
10.477458	8.530537	5.244717
5.954915	10.000000	7.061074
7.061074	10.000000	5.954915
9.091822	7.204915	14.045085
11.250000	6.152896	12.938926
9.522542	8.530537	14.755283
10.477458	8.530537	14.755283
10.908178	7.204915	14.045085
10.000000	10.000000	15.000000
9.091822	7.204915	5.954915
10.908178	7.204915	5.954915
9.091822	12.795085	5.954915
9.522542	11.469463	5.244717
5.954915	12.938926	10.000000
8.750000	9.091822	5.244717
6.727458	7.622359	7.061074
7.622359	8.272542	5.954915
8.750000	6.152896	7.061074
13.847104	12.795085	8.454915
13.272542	7.622359	12.938926
10.908178	12.795085	14.045085
11.250000	13.847104	12.938926
8.454915	10.000000	14.755283
7.061074	10.000000	14.045085
10.477458	11.469463	5.244717
14.045085	7.061074	10.000000
14.755283	10.000000	8.454915
8.750000	10.908178	14.755283
7.622359	8.272542	14.045085
14.045085	10.000000	7.061074
12.377641	8.272542	5.954915
8.750000	9.091822	14.755283
11.545085	10.000000	14.755283
5.000000	10.000000	10.000000
12.938926	10.000000	5.954915
11.469463	5.477458	11.545085
11.545085	5.244717	10.000000
8.454915	10.000000	5.244717
8.750000	10.908178	5.244717
11.250000	6.152896	7.061074
8.750000	13.847104	12.938926
5.244717	10.000000	11.545085
14.045085	10.000000	12.938926
8.530537	5.477458	8.454915
